Date,Name,Year,Letterboxd URI,Rating,decade,genres,liked,tmdb_id,runtime,lang,keywords
2023-08-24,The Wicker Man,1973,https://boxd.it/1KnG,4.5,1970,['Horror'],no,16307,93,en,"['virgin', 'island', 'based on novel or book', 'sacrifice', 'scotland', 'ritual', 'cemetery', 'investigation', 'cult', 'human sacrifice', 'rural area', 'disappearance', 'paganism', 'policeman', 'bonfire', 'psychotronic', 'voyeurism', 'may day', 'folk horror', 'isolated island', 'song', 'sea plane', 'harvest festival', 'horror musical']"
2023-09-12,Greener Grass,2019,https://boxd.it/jYoY,3.5,2010,['Comedy'],no,547009,96,en,"['dark comedy', 'surreal', 'suburbia', 'biting', 'family', 'dental braces', 'woman director', 'satirical', 'football (soccer) mom', 'bizzare', 'female rivalry', 'absurd']"
2023-09-18,27 Dresses,2008,https://boxd.it/21x4,2.5,2000,"['Comedy', 'Romance']",no,6557,111,en,"['newspaper', 'new love', 'lovesickness', 'sibling relationship', 'wedding planner', 'witness', 'bride', 'bridesmaid', 'romcom', 'sister', 'sibling rivalry', 'reporter', 'wedding', 'woman director', 'hilarious', 'cheerful', 'familiar']"
2023-09-19,Theater Camp,2023,https://boxd.it/Bfbm,4.5,2020,['Comedy'],no,986054,93,en,"['friendship', 'coma', 'summer camp', 'musical', 'camp', 'improvisation', 'new york state', 'woman director', 'candid', 'playful', 'based on short film', 'ensemble cast', 'theatre', 'theater', 'lighthearted', 'casual', 'sentimental', 'witty', 'hilarious', 'celebratory', 'earnest', 'exuberant']"
2023-09-19,My Man Godfrey,1936,https://boxd.it/1PTC,4.0,1930,['Comedy'],no,13562,95,en,"['lovesickness', 'butler', 'scavenger hunt', 'black and white', 'screwball comedy', 'socialite', 'depression era', 'high society', 'lovesick', 'mentor protégé relationship', 'protégé', 'city dump', 'idle rich', 'propriety']"
2023-09-20,The Apartment,1960,https://boxd.it/2aGE,4.0,1960,"['Comedy', 'Drama', 'Romance']",no,284,125,en,"[""new year's eve"", 'new york city', 'lovesickness', 'clerk', 'winter', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'tennis racket', 'romcom', 'black and white', 'love affair', 'extramarital affair', 'quitting a job', 'christmas', 'apartment', 'panavision']"
2023-09-21,Shiva Baby,2020,https://boxd.it/oIv0,4.5,2020,"['Comedy', 'Drama']",no,664300,78,en,"['new york city', 'parent child relationship', 'ex-girlfriend', 'bisexuality', 'jewish life', 'coming of age', 'jewish american', 'lgbt', 'jewish girl', 'woman director', 'jewish culture', 'college student', 'candid', 'sugar daddy', 'anxious', 'playful', 'mourning ritual', 'based on short film', 'intimate', 'witty', 'hilarious', 'romantic']"
2023-09-25,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,https://boxd.it/mK0a,5.0,2020,"['Animation', 'Comedy', 'Action', 'Science Fiction']",no,614930,100,en,"['new york city', 'sibling relationship', 'skateboarding', 'crime fighter', 'superhero', 'turtle', 'ninja', 'duringcreditsstinger', 'playful', 'aspiring journalist', 'anthropomorphic animal', 'lighthearted', 'sentimental', 'whimsical', 'enthusiastic', 'vibrant']"
2023-09-28,Bottoms,2023,https://boxd.it/uGf2,5.0,2020,['Comedy'],yes,814776,91,en,"['high school', 'cheerleader', 'female friendship', 'bullying', 'coming of age', 'teenage girl', 'school assembly', 'high school student', 'teen comedy', 'lgbt', 'sex comedy', 'duringcreditsstinger', 'teen anger', 'jocks', 'teen social issues', 'fight club', 'toxic masculinity', 'playful', 'provocative', 'absurdist humor', 'absurd', 'witty', 'amused', 'defiant', 'exuberant', 'sarcastic']"
2023-09-30,Charade,1963,https://boxd.it/23O2,4.5,1960,"['Comedy', 'Mystery', 'Romance']",no,4808,113,en,"['central intelligence agency (cia)', 'paris, france', 'espionage', 'age difference', 'loss of loved one', 'widow', 'spy', 'interpreter', 'stamp', 'caper', 'whodunit', 'train', 'alias', 'screwball comedy', 'caper comedy', 'alps mountains', 'notre dame cathedral', 'american spy']"
2023-10-15,Pearl,2022,https://boxd.it/zPbe,4.5,2020,"['Horror', 'Thriller']",no,949423,102,en,"['farm', 'pornography', 'dance performance', 'confession', 'texas', 'alligator', 'barn', 'prequel', 'murder', 'serial killer', 'slasher', 'corpse', 'murderer', 'violent death', 'lust', 'religious fundamentalism', 'audition', 'mental illness', 'projectionist', 'nostalgic', 'isolated farmhouse', 'pandemic', '1910s', 'mother daughter relationship', 'origin story', 'playful', 'aspiring actress', 'pastiche', 'whimsical', 'empathetic', 'sympathetic', 'tragic', 'vibrant']"
2023-10-23,They Live,1988,https://boxd.it/20lm,4.0,1980,"['Science Fiction', 'Action', 'Thriller']",no,8337,93,en,"['capitalism', 'dystopia', 'villainess', 'alien', 'social commentary', 'los angeles, california', 'alien invasion', 'sunglasses', 'glasses', 'brawl', 'subliminal message', 'aliens', 'conspiracy thriller', 'hilarious', 'fist fight', 'whimsical', 'farcical', 'frightened', 'anti-consumerism', 'b-horror', 'interspecies sex']"
2023-11-12,"Night Is Short, Walk On Girl",2017,https://boxd.it/ffwA,4.5,2010,"['Comedy', 'Romance', 'Animation', 'Fantasy']",yes,430214,93,ja,"['based on novel or book', 'theater play', 'kyoto, japan', 'anime', 'binge drinking', 'book fair', 'night festival']"
2023-11-15,The Lodge,2019,https://boxd.it/h2c2,3.0,2010,"['Horror', 'Drama', 'Mystery', 'Thriller']",no,474764,108,en,"['suicide', 'winter', 'massachusetts', 'thanksgiving', 'stepmother', 'murder', 'snow', 'cabin', 'divorce', 'dead dog', 'ice skating', 'cult leader', 'religious cult', 'christmas']"
2023-11-19,Bones and All,2022,https://boxd.it/tLd4,4.5,2020,"['Horror', 'Romance', 'Drama']",no,791177,131,en,"['based on novel or book', 'sense of guilt', 'homelessness', 'addiction', 'road trip', 'love', 'interracial romance', 'teenage girl', 'family abandonment', 'cannibal', 'guilt', 'sensuality', 'first love', 'pickup truck', 'flesh eating', 'road movie', 'genre bending', 'dark secret', '1980s', 'american midwest', 'abandonment', 'romantic thriller', 'estranged mother', 'brother sister relationship', 'love story', 'body horror', 'intimate', 'suspenseful', 'sentimental', 'romantic', 'brutal violence']"
2024-01-04,The Holdovers,2023,https://boxd.it/vHza,4.0,2020,"['Comedy', 'Drama']",no,840430,133,en,"['vietnam war', 'winter', 'boarding school', 'holiday', 'boston, massachusetts', '1970s', 'alcoholism', 'grief', 'misfit', 'mental illness', 'teacher student relationship', 'new england', 'nostalgic', ""boys' boarding school"", 'christmas', 'winter break', 'troubled youth', 'loss of son', 'playful', 'intimate', 'christmastime', 'cook', 'sentimental', 'compassionate']"
2024-01-05,Isle of Dogs,2018,https://boxd.it/dZrW,4.0,2010,"['Adventure', 'Comedy', 'Animation']",no,399174,101,en,"['island', 'japan', 'stop motion', 'dog', 'garbage dump', 'pets', 'witty', 'vibrant']"
2024-01-15,Saltburn,2023,https://boxd.it/z4eg,4.0,2020,"['Drama', 'Comedy', 'Thriller']",no,930564,131,en,"['suicide', 'karaoke', 'obsession', 'country house', 'maze', 'college', 'dark comedy', 'birthday party', 'university', 'bathtub', 'lust', 'gothic', 'mental illness', 'lgbt', 'mental health', 'bisexual man', 'eating disorder', 'woman director', 'oxford university', 'family estate', 'alcohol problems', 'self-harm', 'suicide investigation', '2000s', 'gay theme', ""boys' love (bl)""]"
2024-01-20,Sonatine,1993,https://boxd.it/20TI,4.0,1990,"['Action', 'Crime', 'Thriller']",no,7500,94,ja,"['japan', 'beach', 'yakuza', 'knife', 'okinawa', 'bullet wound', 'gun violence', 'playfulness']"
2024-01-28,The First Wives Club,1996,https://boxd.it/265O,3.5,1990,['Comedy'],no,2925,102,en,"['based on novel or book', 'revenge', 'divorce', 'divorced woman', 'reunited friends']"
2024-02-02,"The Good, the Bad and the Ugly",1966,https://boxd.it/2ape,4.5,1960,['Western'],no,429,161,it,"['gold', 'army', 'bounty hunter', 'hitman', 'refugee', 'anti hero', 'moral ambiguity', 'gallows', 'outlaw', 'gun battle', 'shootout', 'spaghetti western', 'graveyard', 'american civil war', 'stolen gold', 'complex', 'hidden gold', 'gun death', 'cemetary', 'confederate gold']"
2024-02-03,Star Trek: The Motion Picture,1979,https://boxd.it/2b0O,3.0,1970,"['Science Fiction', 'Adventure', 'Mystery']",no,152,131,en,"['spacecraft', 'man vs machine', 'artificial intelligence (a.i.)', 'self sacrifice', 'teleportation', 'san francisco, california', 'starship', 'space opera', 'reunited friends', 'outer space', 'lighthearted', 'didactic', 'reminiscent', 'sentimental', 'sympathetic']"
2024-02-05,Star Trek II: The Wrath of Khan,1982,https://boxd.it/2b0u,4.0,1980,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",yes,154,112,en,"['spacecraft', 'life and death', 'genetics', 'asteroid', 'self sacrifice', 'teleportation', 'genesis', 'midlife crisis', 'terraforming', 'simulator', 'cadet', 'radiation', 'uss reliant', 'starship', 'revenge', 'cynical', 'weapon of mass destruction', 'space opera', 'macabre', 'mentor protégé relationship', 'taunting', 'hard', 'angry', 'aggressive', 'desperate', 'outer space', 'egotistical', 'antagonistic', 'arrogant', 'assertive', 'defiant', 'disdainful', 'disheartening']"
2024-02-05,Star Trek III: The Search for Spock,1984,https://boxd.it/2b00,3.0,1980,"['Science Fiction', 'Action', 'Adventure', 'Thriller']",no,157,105,en,"['spacecraft', 'friendship', 'teleportation', 'genesis', 'starship', 'affectation', 'grave', 'resurrection', 'destruction of planet', 'space opera', 'macabre', 'alien friendship', 'father son relationship', 'mating ritual', 'outer space', 'sentimental', 'appreciative', 'baffled', 'compassionate', 'disapproving', 'disheartening', 'frustrated']"
2024-02-05,Star Trek IV: The Voyage Home,1986,https://boxd.it/2aYe,3.5,1980,"['Science Fiction', 'Adventure']",no,168,118,en,"['spacecraft', 'saving the world', 'teleportation', 'san francisco, california', 'starship', 'whale', 'marine biologist', 'uss enterprise-a', 'time travel', 'humpback whale', 'space opera', 'nostalgic', 'whaling ship', 'philosophical', 'aircraft carrier', 'outer space', 'playful', 'space probe', 'cloaking device', 'inspirational', 'lighthearted', 'grand', 'didactic', 'sentimental', 'adoring', 'amused', 'appreciative', 'approving', 'celebratory', 'compassionate', 'exhilarated', 'exuberant', 'informative', 'sympathetic']"
2024-02-17,District 9,2009,https://boxd.it/1Iik,4.0,2000,['Science Fiction'],no,17654,112,en,"['street gang', 'government', 'genetics', 'slum', 'mutation', 'dystopia', 'transformation', 'south africa', 'johannesburg, south africa', 'satire', 'alien', 'prawn', 'alternate history', 'racism', 'metamorphosis', 'xenophobia', 'internment camp', 'alien technology', 'segregation', 'private military company', 'based on short film', 'pseudo-documentary', 'grand', 'provocative', 'critical', 'intense']"
2024-02-19,Her,2013,https://boxd.it/4O24,3.0,2010,"['Romance', 'Science Fiction', 'Drama']",no,152601,126,en,"['future', 'artificial intelligence (a.i.)', 'computer', 'satire', 'love', 'loneliness', 'transhumanism', 'los angeles, california', 'heartbreak', 'semi autobiographical', 'speculative', 'singularity', 'near future', 'serene', 'intimate', 'provocative', 'dramatic', 'comforting', 'melodramatic', 'operating system']"
2024-02-26,Titane,2021,https://boxd.it/nlQC,2.5,2020,"['Drama', 'Thriller', 'Horror']",no,630240,108,fr,"['pregnancy', 'trauma', 'head wound', 'car crash', 'serial killer', 'car accident', 'woman director', 'firefighter', 'masculinity', 'abortion', 'missing son', 'female serial killer', 'woman disguised as man', 'immaculate conception', 'objectum sexuality', 'body horror']"
2024-03-11,She's the Man,2006,https://boxd.it/1Y7W,4.0,2000,"['Comedy', 'Romance']",no,9655,105,en,"['high school', 'sports', 'boarding school', 'roommates', 'twin sister', 'fake identity', 'mistaken identity', 'twin brother', 'cross dressing', 'football (soccer)', 'teen comedy', 'tomboy', 'shakespeare in modern dress', 'disguised voice', 'the big game', '2000s', 'woman disguised as man', 'gay theme']"
2024-03-12,Lisa Frankenstein,2024,https://boxd.it/ByjY,3.5,2020,"['Horror', 'Comedy', 'Romance']",yes,993784,102,en,"['high school', 'cemetery', 'dark comedy', 'coming of age', 'murder', 'teenage girl', 'female protagonist', 'corpse', 'body mutilation', 'death of mother', 'reanimated corpse', 'woman director', '1980s', 'adoring']"
2024-03-12,My Cousin Vinny,1992,https://boxd.it/1WpO,4.0,1990,"['Comedy', 'Drama']",no,10377,120,en,"['prison', 'small town', 'court case', 'court', 'southern usa', 'alabama', 'suspicion', 'cousin', 'lawyer', 'fish out of water', 'convenience store robbery', 'courtroom', 'defense attorney', 'wrongful arrest', 'expert witness', 'nostalgic', 'curious', 'murder suspect', 'engaged couple', 'courtroom drama', 'unassuming', 'ironic', 'best friends', 'deep south', 'joyous', 'understated', 'absurd', 'hilarious', 'amused', 'cheerful', 'joyful']"
2024-03-16,Poor Things,2023,https://boxd.it/tNWU,4.5,2020,"['Science Fiction', 'Romance', 'Comedy']",no,792307,141,en,"['ship', 'london, england', 'experiment', 'paris, france', 'based on novel or book', 'obsession', 'lisbon, portugal', 'crooked lawyer', 'love', 'domestic abuse', 'female protagonist', 'doctor', 'prostitution', 'cruelty', 'scientist', 'masturbation', 'disfigured face', 'sexual awakening', 'exploring sexuality', 'sex worker', 'female empowerment', 'curious', 'female sexuality', 'brain transplant', 'absurdism', 'quest for knowledge', 'spousal abuse', ""women's liberation"", 'alexandria egypt', 'victorian era', 'quest for identity', 'frankenstein', 'body horror', 'amused', 'melodramatic', 'wry']"
2024-03-18,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4.5,2000,"['Adventure', 'Fantasy', 'Action']",yes,121,179,en,"['mission', 'army', 'based on novel or book', 'elves', 'dwarf', 'magic', 'obsession', 'bravery', 'castle', 'reincarnation', 'sequel', 'battle', 'brutality', 'guide', 'split personality', 'marsh', 'fantasy world', 'wizard', 'journey', 'ring', 'live action and animation', ""hero's journey"", 'high fantasy', 'wraith', 'sword and sorcery', 'trekking', 'evil spell', 'good versus evil', 'trees', 'winged creatures']"
2024-03-18,Interesting Ball,2014,https://boxd.it/9BCS,3.5,2010,"['Fantasy', 'Comedy']",no,301937,12,en,[]
2024-03-19,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4.5,2000,"['Adventure', 'Fantasy', 'Action']",no,122,201,en,"['army', 'based on novel or book', 'elves', 'dwarf', 'magic', 'kingdom', 'obsession', 'bravery', 'castle', 'volcano', 'giant spider', 'sequel', 'honor', 'king', 'brutality', 'madness', 'split personality', 'fantasy world', 'wizard', 'epic battle', 'journey', 'ring', 'quest', 'live action and animation', ""hero's journey"", 'high fantasy', 'wraith', 'sword and sorcery', 'power madness', 'great war', 'trekking', 'good versus evil', 'sword making', 'war', 'winged creatures', 'armies', 'spirits']"
2024-03-23,Anatomy of a Fall,2023,https://boxd.it/yuDE,4.0,2020,"['Thriller', 'Mystery', 'Crime']",no,915935,151,fr,"['husband wife relationship', 'winter', 'bisexuality', 'moral conflict', 'autopsy', 'blind', 'courtroom', 'lgbt', 'death of husband', 'woman director', 'moral dilemma', 'courtroom drama', 'complex', 'mother son relationship', 'introspective', 'bisexual woman', 'grenoble', 'suspenseful', 'intense', 'amused', 'human mystery']"
2024-05-10,Planet of the Apes,1968,https://boxd.it/29p8,4.0,1960,"['Science Fiction', 'Adventure', 'Drama', 'Action']",no,871,112,en,"['space marine', 'bondage', 'human evolution', 'based on novel or book', 'gorilla', 'dystopia', 'chimp', 'slavery', 'time travel', 'space travel', 'distant future', 'apocalypse', 'astronaut', 'ape', 'human subjugation', 'authoritarian', 'callous', 'demeaning', 'hopeful', 'mean spirited', 'apes', 'mudez']"
2024-05-18,In a Lonely Place,1950,https://boxd.it/1JgO,4.0,1950,"['Drama', 'Romance', 'Mystery']",no,17057,93,en,"['beach', 'screenwriter', 'assault', 'film noir', 'murder', 'hollywood', 'black and white', 'fear', 'agent', 'murder investigation', 'reckless driving', 'murder suspect', 'moody', 'possessive man', 'disenchantment', 'insecure woman', 'volatility']"
2024-05-23,Dune: Part Two,2024,https://boxd.it/pUfA,4.5,2020,"['Science Fiction', 'Adventure']",no,693134,167,en,"['based on novel or book', 'fight', 'politics', 'sandstorm', 'sand', 'spice', 'chosen one', 'cult', 'sequel', 'romance', 'tragedy', 'distant future', 'tragic hero', 'creature', 'planet', 'desert', 'destiny', 'giant worm', 'space opera', 'sand dune', 'allegorical', 'messiah', 'fall from grace', 'vengeance', 'religious allegory', 'giant creature', 'power', 'violence', 'ambiguous', 'antagonistic', 'exuberant', 'melodramatic']"
2024-05-27,Beauty and the Beast,1946,https://boxd.it/29UA,4.5,1940,"['Drama', 'Fantasy', 'Romance']",no,648,96,fr,"['underdog', 'daughter', 'monster', 'beauty', 'rose', 'black and white', 'romantic']"
2024-05-27,Persona,1966,https://boxd.it/29B4,4.5,1960,['Drama'],no,797,84,sv,"['dreams', 'nurse', 'confession', 'identity crisis', 'mental breakdown', 'betrayal', 'mute', 'black and white', 'patient', 'psychiatry', 'submerged', 'mysterious', 'institution', 'dual personality', 'stage actress', 'duality', 'dissociative identities', 'empathetic']"
2024-05-28,Anatomy of a Murder,1959,https://boxd.it/2baa,4.5,1950,"['Crime', 'Drama', 'Mystery']",no,93,161,en,"['adultery', 'jealousy', 'rape', 'based on novel or book', 'court case', 'michigan', 'judge', 'hays code', 'jazz', 'jurors', 'trial', 'lawyer', 'black and white', 'courtroom', 'murder trial', 'courtroom drama']"
2024-06-03,The Omen,1976,https://boxd.it/29By,3.0,1970,"['Horror', 'Thriller']",no,794,111,en,"['ambassador', 'prophecy', 'monk', 'photography', 'nanny', 'paranormal phenomena', 'rottweiler', ""devil's son"", 'revelation', 'satan', 'anti-christ', 'decapitation', 'priest', 'conspiracy', 'religion', 'cowardliness', 'devil', 'baboon', 'archaeologist', 'awestruck', '666']"
2024-06-04,Hour of the Wolf,1968,https://boxd.it/1H9G,4.5,1960,"['Drama', 'Horror']",no,18333,88,sv,"['island', 'nightmare', 'isolation', 'insanity', 'artist', 'diary', 'castle', 'insomnia', 'surrealism', 'black and white', 'gothic', 'pregnant wife', 'voyeurism', 'breakdown']"
2024-06-04,Daisies,1966,https://boxd.it/LZk,4.5,1960,"['Comedy', 'Drama']",no,46919,76,cs,"['eroticism', 'feminism', 'collage', 'teenage girl', 'rebellious youth', 'flapper', 'woman director', 'repeated line', 'phallic symbol', 'dumbwaiter', 'sound effect', 'czech new wave', 'crazy girl']"
2024-06-11,Carnival of Souls,1962,https://boxd.it/1KQ4,4.0,1960,"['Horror', 'Mystery', 'Fantasy']",no,16093,78,en,"['organ', 'car crash', 'b movie', 'female protagonist', 'scare', 'psychotronic', 'organ music', 'scared', 'visions']"
2024-06-20,Belly,1998,https://boxd.it/1R5Y,4.5,1990,"['Crime', 'Drama']",no,12888,96,en,"['gangster', 'organized crime']"
2024-06-21,The Vampire Lovers,1970,https://boxd.it/1i2U,3.5,1970,['Horror'],no,31952,91,en,"['daughter', 'vampire', 'exploitation', 'revenge']"
2024-07-07,Problemista,2023,https://boxd.it/waGO,5.0,2020,['Comedy'],yes,852247,104,en,"['new york city', 'immigrant', 'widow', 'assistant', 'american dream', 'satire', 'lgbt', 'toy designer', 'thoughtful', 'lyrical', 'wonder', 'wistful', 'absurd', 'witty', 'romantic', 'whimsical', 'audacious', 'bold', 'joyful', 'sincere', 'vibrant']"
2024-07-11,Anomalisa,2015,https://boxd.it/97TE,2.5,2010,"['Animation', 'Drama', 'Romance', 'Comedy']",no,291270,91,en,"['depression', 'nightmare', 'love at first sight', 'melancholy', 'puppet', 'stop motion', 'adult animation', 'existentialism', 'somber', 'convention', 'anti-depressant', 'philosophical', 'clinical', 'intimate', 'adoring']"
2024-07-29,Love Lies Bleeding,2024,https://boxd.it/zN4q,4.0,2020,"['Crime', 'Romance', 'Thriller', 'Drama']",no,948549,104,en,"['homicide', 'blackmail', 'fbi', 'new mexico', 'eroticism', 'bisexuality', 'american dream', 'addiction', 'bodybuilder', 'steroids', 'murder', 'dirty cop', 'female protagonist', 'las vegas', 'brutality', 'crime family', 'gym', 'lgbt', 'estranged father', 'fitness', 'woman director', 'albuquerque, new mexico', 'vexed', 'neo-noir', 'female bodybuilder', 'frantic', '1980s', 'abusive husband', 'shooting range', 'father daughter relationship', 'lesbian', 'body horror', 'tense', 'audacious', 'commanding', 'exhilarated', 'exuberant']"
2024-08-12,Chungking Express,1994,https://boxd.it/1UDa,4.0,1990,"['Drama', 'Comedy', 'Romance']",no,11104,103,cn,"['drug smuggling', 'police', 'ex-girlfriend', 'girlfriend', 'snack bar', 'romance', 'hong kong', 'expiration date', 'flight attendant', 'cleaning', 'relaxed', 'hilarious', 'romantic', 'joyful']"
2024-08-13,Abigail,2024,https://boxd.it/G0NA,3.0,2020,"['Horror', 'Thriller', 'Crime', 'Action', 'Comedy']",no,1111873,109,en,"['ransom', 'vampire', 'kidnapping', 'halloween', 'dark comedy', 'child vampire', 'gothic horror', 'exploding body', 'ballerina', 'reverse trap', 'dracula', 'evil kid', 'horrified']"
2024-08-24,Bound,1996,https://boxd.it/1Z1g,4.5,1990,"['Drama', 'Thriller', 'Crime']",no,9303,105,en,"['infidelity', 'money laundering', 'plumber', 'crime boss', 'heist', 'lesbian relationship', 'mafia', 'love affair', 'ex-con', 'neo-noir', 'lesbian', 'affair', 'suspenseful', 'italian mafia', 'excited']"
2024-09-08,The Decameron,1971,https://boxd.it/1fdq,4.0,1970,"['History', 'Drama', 'Comedy']",no,33583,111,it,"['based on novel or book', 'nun', 'sexuality', 'eroticism', 'anthology', 'church', 'erotic movie', '14th century']"
2024-09-10,Kinds of Kindness,2024,https://boxd.it/CWPw,2.5,2020,"['Drama', 'Comedy']",no,1029955,164,en,"['husband wife relationship', 'dark comedy', 'anthology', 'sexual violence', 'mental illness', 'questioning', 'moral dilemma', 'shocking', 'dramedy', 'absurdism', 'victim blaming', 'self-harm', 'greek tragedy', 'introspective', 'cannibalism', 'drugging someone', 'suspenseful', 'subjective', 'sexual content', 'sex cult']"
2024-09-14,Dogtooth,2009,https://boxd.it/158K,4.0,2000,['Drama'],no,38810,98,el,"['hostage', 'paranoia', 'dysfunctional family', 'incest', 'mental illness', 'tooth', 'sexual awakening', 'fantasy world', 'isolated house', 'home education', 'brother sister sex', 'strict father', 'brother sister incest']"
